interval,time,Kahului3,Kahului4,Maalaea01,Maalaea02,Maalaea03,Maalaea04,Maalaea05,Maalaea06,Maalaea07,Maalaea08,Maalaea09,Maalaea10,Maalaea11,Maalaea12,Maalaea13,MaalaeaX1,MaalaeaX2,Maalaea14cc,Maalaea15cc,Maalaea16cc,Maalaea17cc,Maalaea18cc,Maalaea19cc
115,0:09:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
116,0:09:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
117,0:09:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
118,0:09:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
119,0:09:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
120,0:09:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
121,0:10:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
122,0:10:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
123,0:10:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
124,0:10:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
125,0:10:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
126,0:10:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
127,0:10:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
128,0:10:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
129,0:10:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
130,0:10:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
131,0:10:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
132,0:10:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
133,0:11:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
134,0:11:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
135,0:11:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
136,0:11:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
137,0:11:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
138,0:11:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
139,0:11:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
140,0:11:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
141,0:11:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
142,0:11:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
143,0:11:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
144,0:11:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
145,0:12:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
146,0:12:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
147,0:12:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
148,0:12:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
149,0:12:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
150,0:12:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
151,0:12:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
152,0:12:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
153,0:12:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
154,0:12:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
155,0:12:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
156,0:12:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
157,0:13:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
158,0:13:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
159,0:13:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
160,0:13:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
161,0:13:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
162,0:13:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
163,0:13:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
164,0:13:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
165,0:13:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
166,0:13:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
167,0:13:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
168,0:13:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
169,0:14:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
170,0:14:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
171,0:14:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
172,0:14:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
173,0:14:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
174,0:14:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
175,0:14:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
176,0:14:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
177,0:14:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
178,0:14:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
179,0:14:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
180,0:14:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
181,0:15:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
182,0:15:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
183,0:15:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
184,0:15:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
185,0:15:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
186,0:15:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
187,0:15:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
188,0:15:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
189,0:15:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
190,0:15:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
191,0:15:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
192,0:15:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
193,0:16:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
194,0:16:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
195,0:16:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
196,0:16:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
197,0:16:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
198,0:16:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
199,0:16:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
200,0:16:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
201,0:16:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
202,0:16:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
203,0:16:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
204,0:16:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
205,0:17:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
206,0:17:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
207,0:17:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
208,0:17:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
209,0:17:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
210,0:17:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
211,0:17:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
212,0:17:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
213,0:17:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
214,0:17:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
215,0:17:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
216,0:17:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
217,0:18:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
218,0:18:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
219,0:18:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
220,0:18:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
221,0:18:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
222,0:18:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
223,0:18:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
224,0:18:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
225,0:18:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
226,0:18:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
227,0:18:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
228,0:18:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
229,0:19:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
