interval,time,Kahului3,Kahului4,Maalaea01,Maalaea02,Maalaea03,Maalaea04,Maalaea05,Maalaea06,Maalaea07,Maalaea08,Maalaea09,Maalaea10,Maalaea11,Maalaea12,Maalaea13,MaalaeaX1,MaalaeaX2,Maalaea14cc,Maalaea15cc,Maalaea16cc,Maalaea17cc,Maalaea18cc,Maalaea19cc
230,0:19:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
231,0:19:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
232,0:19:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
233,0:19:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
234,0:19:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
235,0:19:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
236,0:19:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
237,0:19:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
238,0:19:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
239,0:19:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
240,0:19:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
241,0:20:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
242,0:20:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
243,0:20:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
244,0:20:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
245,0:20:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
246,0:20:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
247,0:20:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
248,0:20:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
249,0:20:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
250,0:20:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
251,0:20:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
252,0:20:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
253,0:21:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
254,0:21:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
255,0:21:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
256,0:21:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
257,0:21:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
258,0:21:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
259,0:21:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
260,0:21:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
261,0:21:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
262,0:21:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
263,0:21:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
264,0:21:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
265,0:22:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
266,0:22:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
267,0:22:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
268,0:22:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
269,0:22:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
270,0:22:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
271,0:22:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
272,0:22:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
273,0:22:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
274,0:22:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
275,0:22:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
276,0:22:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
277,0:23:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
278,0:23:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
279,0:23:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
280,0:23:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
281,0:23:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
282,0:23:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
283,0:23:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
284,0:23:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
285,0:23:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
286,0:23:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
287,0:23:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
288,0:23:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
289,0:24:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
290,0:24:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
291,0:24:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
292,0:24:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
293,0:24:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
294,0:24:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
295,0:24:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
296,0:24:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
297,0:24:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
298,0:24:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
299,0:24:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
300,0:24:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
301,0:25:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
302,0:25:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
303,0:25:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
304,0:25:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
305,0:25:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
306,0:25:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
307,0:25:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
308,0:25:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
309,0:25:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
310,0:25:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
311,0:25:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
312,0:25:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
313,0:26:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
314,0:26:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
315,0:26:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
316,0:26:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
317,0:26:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
318,0:26:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
319,0:26:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
320,0:26:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
321,0:26:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
322,0:26:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
323,0:26:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
324,0:26:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
325,0:27:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
326,0:27:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
327,0:27:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
328,0:27:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
329,0:27:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
330,0:27:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
331,0:27:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
332,0:27:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
333,0:27:40,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
334,0:27:45,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
335,0:27:50,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
336,0:27:55,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
337,0:28:00,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
338,0:28:05,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
339,0:28:10,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
340,0:28:15,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
341,0:28:20,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
342,0:28:25,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
343,0:28:30,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
344,0:28:35,11.5,11.5,2.5,2.5,2.5,5.51,5.51,5.51,5.51,5.48,5.48,12.34,12.34,12.34,12.34,2.5,2.5,21.13,13.381,21.13,21.4744,12.993282,21.474403
